Brand,Model,Year,Price,Color,Mileage,Transmission,Fuel_Type,Date_Sold,Buyer_Name,City,Dealership_ID,Cost,Profit,Customer_Email,Customer_Phone
Kia,Sportage,2012,34445.76,Blue,131382.8,Manual,Hybrid,26-11-2022,Jonathan Copeland,Travisburgh,D0042,29632.1791,4813.5809,dedwards@gmail.com,977-001-0449x6597
Toyota,Corolla,2021,35483.82,Red,,Manual,Petrol,12-12-2023,Cynthia Price,Lisatown,D0008,31814.18673,3669.63327,browncolleen@hotmail.com,
Chevrolet,Equinox,2021,45155.29,Red,20972.1,Automatic,Hybrid,28-01-2021,Jason Lewis,New Jesse,D0050,36181.89592,8973.394078,nolanlori@yahoo.com,001-897-767-8109x55574
Mercedes,GLA,2007,61430.15,White,67651.8,Manual,Electric,25-09-2020,Benjamin Harris,Carrollchester,D0021,43042.69551,18387.45449,bshah@yahoo.com,964.284.0050x0016
BMW,X5,2020,15774.63,Black,21259.2,Manual,Petrol,19-10-2022,Sara Frey,North Tracy,D0001,14394.13887,1380.491127,aliceanderson@young.biz,+1-402-222-9816x194
Mercedes,C-Class,2006,20493.1,Silver,154633.3,Manual,Hybrid,10-10-2021,Catherine Wright,Jonesmouth,D0008,16296.57607,4196.523927,cherylbriggs@gmail,198.986.8565x47096
Honda,CR-V,2021,63533.12,Red,168309.1,Manual,Electric,28-07-2023,Samuel Peterson,New Raymond,D0029,52351.96951,11181.15049,,+1-528-140-2107x600
Nissan,Altima,2019,52033.18,Silver,104282.3,Manual,Electric,23-04-2025,Sophia Austin,North Kevin,D0032,36524.25677,15508.92323,rogersmichael@gmail.com,001-294-432-9274x5677
Ford,Fusion,2023,7933.63,,91620.7,Manual,Electric,24-04-2023,Jasmine Kemp,Robinsonland,D0038,6529.559984,1404.070016,gonzalezjames@smith.com,766-882-2801x428
Mercedes,C-Class,2014,52881.44,Red,23948.4,Automatic,Petrol,21-07-2023,Vicki Brown,Brianborough,D0005,50058.72658,2822.713416,griffithmargaret@carr-johnson.com,062-657-3288
Nissan,Altima,2013,49032.82,Silver,123889.2,Manual,Diesel,13-04-2025,Amy Brooks,South Julie,D0047,37734.03603,11298.78397,vcampbell@salazar-clark.com,+1-117-905-8887x3036
Toyota,RAV4,2014,52008.85,Blue,131912.7,Automatic,Petrol,24-10-2024,Jeremy Carson,North Brian,D0022,41547.50738,10461.34262,vthomas@gmail.com,
Kia,Sportage,2004,5562.37,Black,62818.8,Automatic,Hybrid,25-07-2022,Jennifer Rodriguez,Martinezfurt,D0047,4849.260255,713.1097448,inewton@hotmail.com,001-345-869-3499
BMW,X3,2021,21600.01,Grey,110267.3,Manual,Electric,09-04-2022,Elizabeth Nixon,Port Williamside,D0034,19519.89484,2080.115158,,335-331-4589x383
Nissan,Altima,2021,35838.58,Blue,20717.8,Manual,Petrol,14-09-2021,Austin Foster,Bakerfort,D0001,28826.68678,7011.893223,hsmith@yahoo.com,
Ford,Fusion,2014,61177.71,White,125836.3,Manual,Hybrid,04-12-2024,Tyler Stewart,East Veronicaburgh,D0026,47560.60509,13617.10491,tylerturner@potter-boone.info,9998533737
Honda,Civic,2008,5277.64,Silver,185609.9,unknown,Diesel,29-12-2021,David Byrd,South Jane,D0043,4931.724739,345.9152612,riversrandy@christensen.com,001-005-099-1339x02304
Kia,Optima,2021,69418.01,Grey,118378.2,Manual,Hybrid,11-08-2024,Sarah Butler,Whiteport,D0010,60344.12102,9073.888983,amybutler@townsend-parsons.net,(310)447-9774x961
BMW,X3,2015,44262.78,White,145159.6,Manual,Hybrid,05-07-2022,Jordan Logan,East Thomas,D0030,32300.99945,11961.78055,christopher46@gmail.com,201-032-6472
Ford,Escape,2007,61407.74,Red,193387.2,Manual,Petrol,30-08-2020,Sandra Mclaughlin,West Patricia,D0050,44043.5943,17364.1457,smithjuan@villa-davidson.com,928-007-3669
Hyundai,Elantra,2004,50925.95,White,128954.8,Manual,Diesel,15-04-2022,Rebecca Knapp,North Denisechester,D0018,41804.47388,9121.476119,,951-988-1776x770
Kia,Rio,2017,31900.66,Grey,36580.5,Manual,Hybrid,14-04-2025,Lauren Castaneda,Lake Sharonland,D0017,24085.71659,7814.943408,jjohnson@yahoo.com,8699077505
Honda,Civic,2017,50404.35,White,111183.5,Automatic,Hybrid,07-11-2022,Brittany Russell,New Jessicaside,D0026,38483.5291,11920.8209,matthew66@hotmail.com,+1-192-470-8922x305
Mercedes,GLA,2016,26536.4,White,78458.3,Manual,Hybrid,21-01-2022,Oscar Brown,West Mark,D0008,24398.17768,2138.222316,adam06@yahoo.com,
Nissan,Sentra,2010,14068.14,Blue,183399.7,Manual,Hybrid,01-01-2023,Angel Cohen,Rodriguezburgh,D0047,10162.70484,3905.435158,tgonzalez@gmail.com,3667856891
Volkswagen,Tiguan,2024,25160.55,Silver,102792.8,Automatic,Electric,26-05-2021,Kimberly Wright,New Christopher,D0040,22112.12365,3048.426353,,885-041-4411x88628
Ford,Escape,2017,41106.71,White,22778.3,Automatic,Diesel,08-09-2021,Dr. Katrina Todd DVM,West Matthew,D0049,31561.13849,9545.571505,rebecca61@taylor-frye.com,1654502275
BMW,X1,2014,65415.38,Grey,98703.4,Manual,Diesel,15-05-2025,Casey Cruz,Jessicaview,D0012,58225.05588,7190.324118,nicoleshea@powell-macdonald.org,(853)685-2436x9508
Hyundai,Elantra,2023,20808.06,Red,103634.7,Manual,Hybrid,12-08-2022,Paul Reyes,New Jeffrey,D0027,18323.63686,2484.423142,sjackson@yahoo.com,-1943
Nissan,Sentra,2007,22287.39,Grey,72657,Manual,Hybrid,16-07-2021,Benjamin Wells,Barbaraport,D0008,15642.35955,6645.030452,jessicaayala@gmail,538.744.2517
Kia,Optima,2020,51399.41,Red,15907.3,Manual,Diesel,10-01-2023,Michael Yoder,New Carlafort,D0025,42521.90196,8877.508041,qhood@nguyen-sanders.net,6220337569
Chevrolet,Equinox,2020,48497.61,Blue,,Manual,Hybrid,16-02-2023,Adrian Williams,South Tiffany,D0046,35637.49248,12860.11752,cantrellbrent@gmail,020.270.3281x1768
Ford,Fusion,2010,26953.82,White,106635.5,Automatic,Hybrid,29-12-2020,Erica Carlson,Harthaven,D0004,24704.70587,2249.114135,linda13@coleman.com,001-161-514-5137x70114
Nissan,Rogue,2002,28379.53,Silver,87158.5,Manual,Hybrid,27-02-2025,Andrew Oliver,North Troy,D0033,26049.47043,2330.059572,jefferygoodman@salazar-hughes.com,831-448-7163
Volkswagen,Golf,2009,67654.12,Black,105405.4,Manual,Hybrid,30-12-2024,Robin Flores,North Heather,D0001,54433.58837,13220.53163,markwatson@thompson.com,707.038.3391x78417
Ford,Fusion,2017,44148.7,,109258.5,Manual,Petrol,02-05-2025,Samantha Baker,West Jessicaview,D0019,35808.96221,8339.73779,snyderclifford@chung-vargas.info,001-236-500-5368x025
Volkswagen,Tiguan,2021,59721.42,Blue,87240.4,Automatic,Hybrid,25-09-2023,Alicia Short,Harrismouth,D0031,46333.11595,13388.30405,elizabeth55@martin.com,240.850.8976
Toyota,Corolla,2007,42434.84,Red,140292.8,Automatic,Hybrid,14-05-2025,Jeffrey Rivera,Grossfurt,D0016,37306.65641,5128.18359,faithsims@yahoo.com,+1-507-550-7969x599
Toyota,Camry,2017,55378.94,Red,12447.2,Automatic,Petrol,15-06-2023,Andrew Garcia,Parkerberg,D0014,43730.82953,11648.11047,franciscojenkins@gmail.com,-5023
Toyota,Corolla,2020,47635.91,White,37311.7,Manual,Petrol,02-04-2021,Brian Jackson,Lake Jeffery,D0048,36534.27155,11101.63845,daytodd@yahoo.com,432-265-8182
Volkswagen,Tiguan,2009,27974.46,White,,Manual,Electric,12-02-2025,Brandon Stewart,Jenniferville,D0005,22604.97962,5369.480379,,001-333-487-7429x7937
Ford,Escape,2022,46050.18,White,27372.9,Manual,Electric,31-12-2020,Melanie Franklin,East Andrew,D0041,33288.38017,12761.79983,rmason@ramirez-hudson.org,558-159-8516
Mercedes,C-Class,2001,66256.27,Grey,155859.8,Automatic,Petrol,18-08-2022,Vanessa Watson,Port Ryan,D0026,58746.17488,7510.095123,leonhunt@hotmail.com,
Mercedes,E-Class,2009,51184.62,Black,34042.9,Automatic,Petrol,23-06-2021,David Franklin,Nicholstown,D0028,35990.4195,15194.2005,morrismatthew@yahoo.com,5900068218
Chevrolet,Malibu,2016,52492.32,Silver,32591.8,Automatic,Diesel,04-04-2023,Justin Gonzales,Ramirezchester,D0002,45202.25302,7290.066979,wilkinskaren@oneill.biz,692-360-7803
BMW,X3,2000,52891,Blue,118636.2,Manual,Diesel,17-09-2021,Jamie Ortiz,South Kevinfurt,D0050,39441.67192,13449.32808,jcarroll@gmail,918.479.3045x4880
Honda,CR-V,2001,28510.33,Grey,37129.4,Manual,Electric,14-07-2023,Sherri Mathis,East Melissabury,D0006,21613.71001,6896.619987,christopher02@hotmail.com,448-679-4488x184
Honda,Civic,2020,20383.34,Blue,68358.9,Manual,Petrol,30-10-2022,Brenda Rivas,Gomezside,D0009,17507.41379,2875.926214,knelson@gmail.com,065.960.1801x32025
Chevrolet,Impala,2016,51153.4,White,18388.2,Automatic,Hybrid,26-05-2023,Joe Snow,Michaelmouth,D0033,48505.48857,2647.911429,bridgetmorales@gmail,884-423-0260x89439
Ford,Focus,2024,12572.32,Red,155788.1,Automatic,Diesel,16-05-2024,Rachel Hughes,Jacquelinefort,D0041,11245.05229,1327.267714,martinezashley@gmail.com,(905)409-3154x4952
Ford,Escape,2016,66801.22,Red,113431.3,Automatic,Hybrid,19-10-2023,James Roach,Rodriguezmouth,D0025,50532.44474,16268.77526,salazarpeter@wilson.net,884-126-6300x6601
Volkswagen,Tiguan,2001,38353.9,Red,135786.7,Automatic,Electric,03-01-2021,Catherine Barnes,Harrisborough,D0048,28535.53896,9818.361037,reyesamy@johnston-edwards.net,(434)288-2947x240
Hyundai,Tucson,2012,36788.65,Black,194890.9,Automatic,Hybrid,15-01-2025,Nicole Schaefer,Timothyberg,D0013,33718.93947,3069.710529,andrewdelgado@hotmail.com,-761
Nissan,Altima,2009,7324.71,,26842.8,Automatic,Diesel,20-08-2024,Shane Meyer,Cynthiamouth,D0009,5940.676651,1384.033349,gsmith@hotmail.com,6440170162
Toyota,Camry,2002,21646.62,Silver,97576.1,Manual,Electric,20-11-2024,Monica Williams,West Brett,D0013,15894.31649,5752.303514,stephenballard@meadows.net,288.370.3447
Kia,Rio,2007,9890.7,White,152401,Automatic,Petrol,20-01-2024,Christopher Crawford,Kathleenside,D0031,9055.458631,835.2413688,lmontoya@gmail,259.462.3394x472
Toyota,Camry,2024,62772.83,White,195428,Automatic,Diesel,03-10-2021,Thomas Martin,Lake Steven,D0041,56748.08763,6024.742367,coxlarry@hotmail.com,
Kia,Rio,2000,27449.05,Silver,59782.4,Manual,Hybrid,07-04-2025,Brandon Henry,East Michael,D0011,25966.15874,1482.891256,,+1-732-784-5067x80408
Toyota,Corolla,2015,12026.17,Grey,67063.7,Automatic,Petrol,06-01-2024,Lisa Henry,Elizabethside,D0004,11153.50206,872.6679418,rodriguezkelly@golden.com,001-305-534-2136x665
Ford,Focus,2009,19007.02,Red,160820.9,Manual,Electric,01-04-2025,Taylor Lane,Thomasville,D0034,17352.413,1654.606999,,923-208-0193x482
Chevrolet,Equinox,2020,16121.47,White,70335.5,Automatic,Hybrid,07-10-2020,Julie Brock,Ryanbury,D0038,11496.92314,4624.546856,johnrivera@hotmail.com,299-217-1963x35148
Mercedes,GLA,2010,53275.14,Black,66691.2,Automatic,Diesel,25-01-2022,Jaime Barr,Davisberg,D0046,38683.28386,14591.85614,feliciacooper@garcia.com,(042)029-4248x5129
BMW,X5,2005,55588.56,Blue,88531.3,Automatic,Hybrid,08-10-2023,Angela Copeland,South Lauraport,D0004,46819.23111,8769.328891,harrisjenna@gmail.com,9129239082
Toyota,Camry,2022,20300.07,Black,90600.3,Manual,Hybrid,27-06-2024,Joseph Boyd,Kimberlyfurt,D0038,16907.31548,3392.754524,xbarber@miller.com,
Hyundai,Elantra,2015,54837.06,Blue,12525.3,Automatic,Petrol,19-02-2021,Marc Taylor,West Cynthiaborough,D0019,44664.28107,10172.77893,austinjeremiah@hill.com,(840)5954197x0661
Mercedes,GLA,2009,5316.61,Red,26627.1,Manual,Electric,16-10-2021,Jeffrey Porter,Sanchezshire,D0006,4249.020524,1067.589476,hrussell@hotmail.com,3887889365
Hyundai,Elantra,2002,31914.64,White,28061.2,Manual,Hybrid,03-07-2020,Victoria Diaz,East Brianhaven,D0034,25780.72985,6133.910153,curtis05@green.com,087-022-1444x17208
Toyota,Camry,2010,27086.04,Grey,57574.6,Manual,Electric,21-07-2023,Debbie Tate,North Trevorside,D0018,22815.23465,4270.805346,brian29@rodriguez.com,167-843-9572
Chevrolet,Impala,2014,10817.82,Black,162356.2,Automatic,Electric,21-03-2022,Kelly Andrade,West Luisborough,D0013,7578.089848,3239.730152,jeffrey75@hotmail.com,887-156-8557x623
Mercedes,GLA,2013,56215.4,Red,6729,Automatic,Petrol,22-10-2024,Jessica Collins,North Ericberg,D0041,43014.74201,13200.65799,dianeturner@lewis.com,001-643-739-3240x091
Chevrolet,Equinox,2012,56991.02,White,181883.9,Automatic,Petrol,06-01-2022,Zachary Franklin,Colinside,D0023,47278.03648,9712.983518,richardzimmerman@gmail,9739996091
Nissan,Sentra,2017,28897.28,,188748.7,Manual,Hybrid,26-12-2023,Megan Steele MD,Robinsonview,D0019,25445.61621,3451.663794,castanedaadam@yahoo.com,
Hyundai,Tucson,2011,7154.51,Red,18578.5,Manual,Electric,11-05-2023,Bryce Johnston,Ericchester,D0045,5319.658449,1834.851551,staffordkatrina@garrison.biz,(333)353-7687
Nissan,Altima,2006,61654.33,White,163525.6,Automatic,Petrol,20-05-2022,Hannah Short,North Tyler,D0011,51587.42909,10066.90091,peggy27@gmail.com,001-962-388-6704x16980
Honda,Accord,2005,43604.66,Black,54741.2,Manual,Hybrid,28-08-2023,James Douglas,Tranborough,D0001,38311.7049,5292.9551,xjohnson@gmail,(508)553-7268x7617
Mercedes,E-Class,2004,35852.29,Blue,102595.5,Automatic,Petrol,08-04-2024,Rhonda Turner,Davidville,D0024,29081.83293,6770.457067,amandadean@jones.info,(639)576-8321x9737
Kia,Rio,2008,24892.14,Silver,134141.5,Manual,Electric,23-01-2022,Susan Gonzales,Kellymouth,D0007,17593.02484,7299.115157,,+11201992375x950
Ford,Fusion,2008,64114.04,Silver,123177.7,Automatic,Petrol,30-01-2024,Julia Jones,North Kevin,D0025,52080.92717,12033.11283,sellis@mejia.com,(566)260-7652
Volkswagen,Passat,2020,47647.36,,83982,Automatic,Diesel,14-04-2024,Cody King,Turnerside,D0021,36884.35607,10763.00393,spencermarshall@gmail.com,(024)6914601x551
Honda,CR-V,2009,16292.46,Grey,178750.3,Automatic,Electric,10-07-2020,Diane Miller,South Charles,D0015,15191.29176,1101.168238,yscott@hotmail.com,(737)052-1944
Chevrolet,Impala,2005,48842.69,White,144023.7,Manual,Hybrid,12-11-2024,Teresa Johnson,Lake Katelyn,D0001,35711.49624,13131.19376,cookjoel@valdez-parsons.net,430.052.3497
Hyundai,Sonata,2020,34662.41,Grey,97108.9,Automatic,Electric,19-10-2021,Jesse Aguilar,Lake Williamport,D0012,29917.78427,4744.625729,martinsweeney@williams.net,(500)875-4092x612
Kia,Rio,2021,62856.91,Silver,59131.1,Automatic,Hybrid,11-06-2023,Dana Garcia,Rodriguezmouth,D0007,44828.2874,18028.6226,sarahparker@hotmail.com,899-738-2678x50754
BMW,X3,2022,47226.33,Red,199874.9,Automatic,Petrol,18-10-2022,Bryan Garrett,North Samantha,D0015,38326.17908,8900.150917,cday@hotmail.com,001-131-251-0995
Kia,Rio,2023,57866.65,Grey,105655.2,Manual,Diesel,29-12-2021,Eric Jarvis,North Kimberly,D0021,48520.88927,9345.760726,scott46@yahoo.com,-8601
Kia,Optima,2000,8672.9,Silver,114299.4,Automatic,Diesel,15-08-2022,Andrew Yang,East Greg,D0019,6717.063331,1955.836669,lisa98@anderson.com,001-287-412-3836x6257
Nissan,Sentra,2017,67979.29,Blue,84204.9,unknown,Hybrid,06-05-2025,Carrie Vasquez,Lake Lisa,D0029,55319.43265,12659.85735,danalong@yahoo.com,(534)869-1056x79864
Chevrolet,Equinox,2006,58881.41,Grey,199504.5,Manual,Petrol,10-11-2024,Jennifer Howard,Hernandezchester,D0025,43624.55651,15256.85349,jzimmerman@gmail,001-739-211-7772x3569
Toyota,Corolla,2006,49386.26,,97115.4,Automatic,Hybrid,10-11-2023,Scott Jones,Brendafort,D0033,38325.26688,11060.99312,dgriffin@santiago-becker.com,539-816-8470
Hyundai,Tucson,2022,54641.38,Silver,48835.3,Automatic,Hybrid,24-05-2022,Mark Riggs,Lopezside,D0049,46733.49268,7907.88732,hensonmitchell@yahoo.com,+1-204-660-3576x653
BMW,X5,2008,43601.41,Grey,140572.7,Manual,Hybrid,16-08-2021,Thomas Santana,Jessicachester,D0032,33810.71399,9790.696007,stephen75@yahoo.com,(961)712-6533
Toyota,Camry,2009,48757.85,Black,163354.4,Manual,Electric,31-08-2022,Danielle Parrish,Cynthiaport,D0049,45097.87951,3659.970486,njenkins@fox.info,(215)348-7563x549
Ford,Escape,2003,34038.66,,57932,Manual,Electric,02-05-2025,Casey Carrillo,Johnsonfurt,D0035,29174.59469,4864.065307,lisa54@aguilar.com,(831)370-8145
Toyota,Corolla,2013,68372.96,White,124234,Automatic,Petrol,21-11-2023,Andrew Gregory,Wesleybury,D0044,55359.00495,13013.95505,patricianash@hotmail.com,577.549.1504x73988
Mercedes,E-Class,2007,20698.94,Silver,182551.5,Automatic,Hybrid,14-10-2022,Brad Fletcher,New Davidport,D0038,14689.81487,6009.125129,cwilliams@parker.com,532-854-2205
Hyundai,Tucson,2010,14531.46,Blue,57993.8,Manual,Hybrid,05-10-2021,Kimberly Bradford,Kylemouth,D0026,11986.81366,2544.646337,zparks@murphy.com,506.934.2382
Toyota,Corolla,2023,56905.98,Blue,82890.9,Manual,Diesel,09-05-2024,Ryan Price,North Sierrabury,D0011,50714.27138,6191.708615,kimberly79@hotmail.com,321.256.1638x572
Mercedes,GLA,2012,15357.16,Silver,50021.2,Automatic,Diesel,04-09-2022,Ryan Nash,North Gabrielle,D0035,11769.56463,3587.59537,bgriffin@banks-schmitt.org,(528)395-7374x8632
Chevrolet,Equinox,2015,58595.89,Grey,141297.4,Automatic,Petrol,06-05-2025,Richard Smith,Dalemouth,D0008,52835.52684,5760.363164,james45@rivera-brown.biz,(012)274-9038x30005
Kia,Rio,2008,17838.39,Blue,177943.4,Automatic,Petrol,28-01-2024,Jeremy Oconnor,South Beverlytown,D0046,13609.82982,4228.560176,karenrogers@bradley.com,(293)803-9432x543
Honda,Civic,2011,46968.53,Silver,127057.7,Automatic,Electric,28-03-2022,Daniel Mills,Suzanneborough,D0014,42550.51023,4418.019766,misty88@vasquez.com,970-317-4037x0307
Honda,Accord,2013,42138.84,White,110369,Manual,Electric,08-10-2022,Karen Garcia,Donaldside,D0010,30395.46525,11743.37475,lindsey65@gmail.com,13508181590
Kia,Sportage,2022,40059.66,Blue,95395.6,Automatic,Hybrid,14-05-2021,Kristopher Carter,West Stevenberg,D0002,36716.51822,3343.141781,amycox@gmail.com,715.149.8007
Volkswagen,Passat,2016,39405.76,Silver,44814.8,Automatic,Diesel,11-09-2022,Troy Abbott,Ashleyside,D0046,32501.73737,6904.02263,dcarter@adams-murray.com,001-228-457-2805x49372
Nissan,Sentra,2021,18729.75,Grey,77597.4,Automatic,Diesel,03-06-2023,Michael Garcia,East Paul,D0009,14499.34373,4230.40627,freemancarl@gmail.com,001-823-859-9506x540
Mercedes,C-Class,2021,49521.62,Red,29914.5,Automatic,Hybrid,02-01-2023,John Krueger,South Saramouth,D0003,37947.34341,11574.27659,odennis@tran.com,(616)143-8686x1225
Hyundai,Tucson,2014,19505.01,Black,101371.4,Manual,Petrol,13-03-2025,Kenneth Meyer Jr.,Josephshire,D0021,15760.09957,3744.910432,john07@hotmail.com,(450)719-8884x308
Mercedes,GLA,2019,10786.75,Grey,5189.1,Manual,Diesel,31-12-2022,Amanda Byrd,Hannahborough,D0026,10244.84929,541.9007066,yrobinson@gmail,
Hyundai,ELANTRA,2021,33714.8,Blue,116688.4,Manual,Diesel,30-04-2021,Michele Anderson,Cervantesmouth,D0008,25457.4335,8257.366499,,
Mercedes,E-Class,2023,23589.78,Black,89918.6,Manual,Diesel,04-02-2022,Joshua Lewis,North Patricia,D0048,17121.56051,6468.21949,jacqueline30@yahoo.com,(857)408-0646
Toyota,RAV4,2004,52859.59,White,188302.9,Manual,Hybrid,07-11-2020,Kimberly Thomas,West Toddbury,D0002,44732.89279,8126.697211,cfrost@ferguson.com,444-989-8895x3987
Ford,Focus,2023,,Silver,93143.4,Automatic,Petrol,02-04-2023,Andrew Aguilar,South Elijah,D0006,,,carrollannette@long-mooney.com,001-726-433-6279x70071
Nissan,Rogue,2013,30761.48,Grey,9466.5,Manual,Diesel,09-02-2024,Michael Wright,Harrelltown,D0028,25564.29928,5197.180723,,
Nissan,Rogue,2020,49905.28,Grey,96460.6,Manual,Electric,19-05-2021,Nichole Holmes,Lukeburgh,D0029,43254.59569,6650.684311,lauramay@yahoo.com,769-562-6438
Toyota,RAV4,2006,37217.17,,62064,Manual,Petrol,14-09-2020,Cynthia Jackson,South Sarah,D0026,28537.60557,8679.564434,nhughes@hotmail.com,001-111-042-2630x35966
Volkswagen,Passat,2008,64420.83,Blue,139289.9,Automatic,Hybrid,31-07-2021,Pamela Ramsey,Amymouth,D0025,59761.02971,4659.800286,bakerkevin@gomez.biz,765-098-3147x415
Nissan,Rogue,2000,47846.76,White,90164.9,Automatic,Diesel,20-05-2025,Gary Rodriguez,Benitezbury,D0012,38704.1062,9142.653803,lcollins@mcconnell-harrison.com,(807)275-5247x94764
Nissan,Rogue,2007,68483.19,,52874.8,Manual,Electric,10-05-2022,Trevor Simpson,South Michaelchester,D0005,50148.29161,18334.89839,deckerkimberly@williams.com,+1-638-870-7192x9404
Mercedes,C-Class,2004,20583.34,Silver,172811.9,Manual,Electric,14-08-2024,Kathleen Smith,South Jeffrey,D0034,18228.08492,2355.255077,turneraaron@hotmail.com,665.387.4279x60308
Chevrolet,Impala,2008,39345.33,Silver,69345.4,Automatic,Diesel,19-09-2024,Jermaine Wright,Michelleside,D0048,33867.51924,5477.810755,wyoung@hotmail.com,667-733-2886
Nissan,Rogue,2001,18622.5,Black,86823.5,Manual,Hybrid,19-04-2025,Noah Patterson,East Thomaschester,D0037,14505.73288,4116.767122,leeamanda@gmail.com,121-361-3954x9419
BMW,X3,2013,52752.59,Silver,28892.5,Automatic,Hybrid,15-04-2024,Kimberly Strong,Port Robertburgh,D0015,45123.49361,7629.096393,cheryl55@sharp-davidson.com,001-646-513-1622x35650
Hyundai,Tucson,2010,68637.24,,158787,Automatic,Petrol,16-10-2020,Natasha Smith,New Stevenmouth,D0044,51818.74747,16818.49253,justinbryant@hotmail.com,(086)485-6628
Ford,Escape,2013,51452.17,Grey,83213.1,unknown,Diesel,13-05-2024,Thomas Sosa,New Emily,D0036,41738.50658,9713.663415,slee@gates-moss.com,(372)869-6555x7652
Kia,Rio,2016,5751.51,Red,18373.1,Manual,Electric,27-08-2023,Elizabeth Evans,East Kevinchester,D0015,5319.302029,432.2079712,cking@hotmail.com,+1-721-071-2826x5414
Honda,CR-V,2009,44493.06,,27607.5,Manual,Electric,24-12-2023,Darin Evans,Contreraschester,D0043,32630.47866,11862.58134,pruittricardo@miles.com,208-216-9063x0160
Chevrolet,Equinox,2013,39596.56,Red,102824.9,Manual,Petrol,22-01-2024,Bryan Price,New Markside,D0048,31545.5543,8051.005704,isaacmack@yahoo.com,001-518-432-4737x21189
Ford,Escape,2022,67024.39,Black,8368.2,Automatic,Hybrid,22-01-2022,Ricky Fitzpatrick,West Carlaborough,D0023,60676.21553,6348.17447,ogalvan@gmail.com,(004)838-2675x0038
Volkswagen,Passat,2005,67511.83,Red,114694.8,Manual,Petrol,29-10-2024,Stephen Horton,South Lauren,D0006,63621.3072,3890.522803,walljohn@ward.biz,+1-007-889-9684x55641
Kia,Optima,2011,38939.77,Black,80144.6,Manual,Electric,03-08-2022,Brittany Good,Parrishberg,D0046,31676.78384,7262.986163,bullockrobert@ramirez.com,(861)009-7179x2768
Hyundai,Tucson,2004,51852.96,Grey,49762.8,Automatic,Hybrid,13-05-2024,Amanda Wright,Lake Shelbyside,D0050,42869.42976,8983.530244,feliciawatkins@gmail,306.396.6088
Honda,Civic,2017,33055.41,Grey,17377.1,Automatic,Petrol,23-06-2025,Melissa Smith DDS,Victoriabury,D0044,27867.1317,5188.278303,fsanchez@gmail.com,+1-295-879-6552x00500
Volkswagen,Golf,2006,8853.67,Black,74649.6,Manual,Diesel,29-07-2020,Mariah Gibbs,Brownfurt,D0043,8261.244693,592.4253072,,898-974-9475x060
Hyundai,Tucson,2021,49689.06,Grey,123033.7,Automatic,Petrol,25-02-2025,Karen Washington,East Andrew,D0045,45443.21418,4245.845818,donald54@simpson.com,(502)976-1608
BMW,X3,2000,27345.69,Red,,Automatic,Diesel,03-12-2024,Robin Calderon,Port Edwardfort,D0021,20308.28437,7037.405633,angelacain@perry.com,001-991-548-5422
Nissan,Sentra,2008,21582.07,White,168767.8,Automatic,Hybrid,06-09-2023,Rodney Bowman,South Kristina,D0023,17463.98345,4118.086551,vlyons@yahoo.com,251.653.7043
Mercedes,E-Class,2008,41792.54,Black,10818.2,Manual,Petrol,14-12-2020,Jack Lopez,Ashleyfort,D0043,34102.71711,7689.822886,,4902192117
Ford,Escape,2014,22047.92,White,89278.7,Automatic,Electric,03-01-2021,John Wood,Gavinside,D0016,19783.02599,2264.894015,harriswilliam@hotmail.com,658-966-3203x718
Volkswagen,Tiguan,2000,23873.13,Black,93588.7,Manual,Hybrid,02-05-2021,Anthony Adams,Port Holly,D0047,20309.42604,3563.703959,lindsey98@yahoo.com,
Hyundai,Tucson,2002,62078.92,Black,43074,Automatic,Hybrid,09-10-2024,Robert Martinez,Schwartzmouth,D0015,53608.56893,8470.351069,jeffery23@gonzalez.com,
BMW,X5,2022,29396.12,Silver,67432.9,Automatic,Diesel,15-09-2024,Jordan Nolan,New Justinton,D0025,27913.08507,1483.034933,hudsonrichard@gmail.com,(679)737-2658x937
Honda,Accord,2012,13911.86,Grey,110327.9,Manual,Petrol,25-09-2021,Angela Roth,Yangville,D0036,9999.010408,3912.849592,tammytravis@gmail,335.621.3462
Volkswagen,Tiguan,2021,31849.18,Grey,13964.7,Manual,Electric,10-07-2022,Jennifer Newman,West Mary,D0011,24070.096,7779.083997,,4659875010
Mercedes,E-Class,2004,18408.31,Grey,187873.3,Manual,Diesel,20-05-2021,Karla Jones,Sandrafurt,D0015,14762.98572,3645.324284,allison11@hotmail.com,15559602702
Toyota,RAV4,2010,53433.11,Silver,168348.7,Manual,Hybrid,20-05-2021,Jill Hoover,Dianefort,D0004,42048.95085,11384.15915,martindaniel@gmail.com,998.798.8764
Toyota,RAV4,2011,64032.52,Blue,69439.3,Automatic,Diesel,23-04-2021,Kelly Hawkins,West Jeffrey,D0021,45169.26896,18863.25104,,+1-847-592-1347x14200
Volkswagen,Golf,2009,48152.31,Blue,34137.5,Automatic,Petrol,09-04-2022,Robert Liu,East Shannonburgh,D0013,34811.44294,13340.86706,,306.436.7944
Chevrolet,Equinox,2003,56533.97,Black,182210.8,Automatic,Electric,11-12-2024,Jennifer Newton,Louisside,D0022,49198.02724,7335.942763,,189-439-5810
Chevrolet,Equinox,2020,35262.46,,120389.5,Automatic,Electric,18-05-2024,David Palmer,Rubenburgh,D0019,32435.50793,2826.952071,danielking@morris.com,580-521-2990x6749
